kpi_id,metric_id,metric_name
7,289,Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in Colombo City
7,290,Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in Colombo City
7,291,Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in Colombo City
7,292,Total No. of consumers at the end of the monthin Colombo City
7,293,"
Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in Central Province"
7,294,Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in Central Province 
7,295,Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in Central Province 
7,296,"
Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in Central Province"
7,297,Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in Central Province 
7,298,Total No. of consumers at the end of the monthin Central Province 
7,299,Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in Eastern Province
7,300,"
Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in Eastern Province "
7,301,Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in Eastern Province 
7,302,"
Total number of Sustained Consumer interruptions due to HT Planned interruptionsduring the month in Eastern Province "
7,303,Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in Eastern Province
7,304,Total No. of consumers at the end of the monthin Eastern Province 
7,305,Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in NCP
7,306,Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in NCP
7,307,Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in NCP
7,308,Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in NCP
7,309,Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in NCP
7,310,Total No. of consumers at the end of the monthin NCP
7,311,"
Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in Northern Province 
"
7,312,"
Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in Northern Province 
"
7,313,"
Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in Northern Province 
"
7,314,"
Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in Northern Province 
"
7,315,"
Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in Northern Province 
"
7,316," 
Total No. of consumers at the end of the monthin Northern Province 
"
7,317,Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in NWP
7,318,Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in NWP
7,319,Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in NWP
7,320,Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in NWP
7,321,Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in NWP
7,322,Total No. of consumers at the end of the monthin NWP
7,323,"
Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in Sabaragamuwa Province 
"
7,324,"
Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in Sabaragamuwa Province 
"
7,325," 
Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in Sabaragamuwa Province 
"
7,326,"
Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in Sabaragamuwa Province 
"
7,327,"
Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in Sabaragamuwa Province 
"
7,328,"
Total No. of consumers at the end of the monthin Sabaragamuwa Province 
"
7,329,Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in Southern Province
7,330,Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in Southern Province
7,331,Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in Southern Province
7,332,Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in Southern Province
7,333,Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in Southern Province
7,334,Total No. of consumers at the end of the monthin Southern
7,335,"
Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in Uva Province 
"
7,336,"
Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in Uva Province 
"
7,337,"
Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in Uva Province 
"
7,338,"
Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in Uva Province 
"
7,339," 
Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in Uva Province 
"
7,340," 
Total No. of consumers at the end of the monthin Uva Province 
"
7,341,"
Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in WPN 
"
7,342,"
Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in WPN 
"
7,343,"
Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in WPN 
"
7,344,"
Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in WPN 
"
7,345," 
Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in WPN 
"
7,346,"
Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in WPS I 
"
7,347,"
Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in WPS I 
"
7,348,"
Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in WPS I 
"
7,349,"
Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in WPS I 
"
7,350,"
Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in WPS I 
"
7,351,"
Total No. of consumers at the end of the monthin WPS I 
"
7,352,"Total number of Sustained Consumer interruptions due to GSS Feeder Trippings during the month in WPS II 
"
7,353,"
Total number of Sustained Consumer interruptions due to HT Breakdowns during the month in WPS II 
"
7,354,"
Total number of Sustained Consumer interruptions due to LT Breakdowns during the month in WPS II 
"
7,355,"
Total number of Sustained Consumer interruptions due to HT Planned interruptions during the month in WPS II 
"
7,356,"
Total number of Sustained Consumer interruptions due to LT Planned interruptions during the month in WPS II 
"
7,357,"
Total No. of consumers at the end of the monthin WPS II 
"
8,358,Total number of customers as at the beginning of the month in Colombo City.
8,359,Total number of registered customers for SMS Alert services in Colombo City as at the end of the month.
8,360,"
Total number of customers as at the beginning of the month in Central Province. 
"
8,361," 
Total number of registered customers for SMS Alert services in Central Province as at the end of the month."
8,362,Total number of customers as at the beginning of the month in Eastern Province. 
8,363,Total number of registered customers for SMS Alert services in Eastern Province as at the end of the month.
8,364,Total number of customers as at the beginning of the month in NCP.
8,365,Total number of registered customers for SMS Alert services in NCP as at the end of the month.
8,366,"
Customer visits during the month to Consumer Service Centres in NP to report or rectify an anomaly created due to a lapse in the CEB service. 
"
8,367,"
Number of consumers as at the end of the month in Consumer Service Centres in NP 
"
8,368,Total number of customers as at the beginning of the month in NWP.
8,369,Total number of registered customers for SMS Alert services in NWP as at the end of the month.
8,370," 
Total number of customers as at the beginning of the month in Sabaragamuwa Province. 
"
8,371,"
Total number of registered customers for SMS Alert services in Sabaragamuwa Province as at the end of the month. 
"
8,372,"
Total number of customers as at the beginning of the month in Southern Province. 
"
8,373,"
Total number of registered customers for SMS Alert services in Southern Province as at the end of the month. 
"
8,374,"
Total number of customers as at the beginning of the month in Uva Province. 
"
8,375," 
Total number of registered customers for SMS Alert services in Uva Province as at the end of the month. 
"
8,376,"
Total number of customers as at the beginning of the month in WPN. 
"
8,377,"
Total number of registered customers for SMS Alert services in WPN as at the end of the month. 
"
8,378,"
Total number of customers as at the beginning of the month in WPS I. 
"
8,379,"
Total number of registered customers for SMS Alert services in WPS I as at the end of the month. 
"
8,380,"
Total number of customers as at the beginning of the month in WPS II. 
"
8,381,"
Total number of registered customers for SMS Alert services in WPS II as at the end of the month. 
"
9,382,Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? of Colombo City
9,383,Total number of LV schemes in Area ?i? of Colombo City
9,384,"
Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? in Central Province. "
9,385,"
Total number of LV schemes in Area ?i? in Central Province. "
9,386,"
Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? in Eastern Province. "
9,387,"
Total number of LV schemes in Area ?i? in Eastern Province. "
9,388,Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? of NCP
9,389,Total number of LV schemes in Area ?i? of NCP.
9,390,"
Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? of Northern Province 
"
9,391,"
Total number of LV scheme sin Area ?i? Northern Province. 
"
9,392,Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? of NWP
9,393,Total number of LV schemes in Area ?i? in NWP.
9,394,"
Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? in Sabaragamuwa Province. 
"
9,395,"
Total number of LV schemes in Area ?i? in Sabaragamuwa Province. 
"
9,396,"
Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? in Southern Province. 
"
9,397,"
Total number of LV schemes in Area ?i? in Southern Province. 
"
9,398,"
Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? in Uva Province. 
"
9,399,"
Total number of LV schemes in Area ?i? in Uva Province. 
"
9,400,"
Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? in WPN. 
"
9,401,"
Total number of LV schemes in Area ?i? in WPN. 
"
9,402,"
Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? in Province WPS1 
"
9,403,"
Total number of LV schemes in Area ?i? in Province WPS I 
"
9,404,"
Number of LV schemes that have undergone a complete rehabilitation cycle any time during last 2 years in Area ?i? WPS II. 
"
9,405,"
Total number of LV schemes in Area ?i? in WPS II. 
"
10,406,Number of different SMS alert services ?offered? to any Retail customer in Area?i? in Colombo City
10,407,Number of different SMS alert services ?offered? to any Retail customer in Area ?i? in Central Province. 
10,408,"
Number of different SMS alert services ?offered? to any Retail customer in Area ?i? in Eastern Province. "
10,409,Number of different SMS alert services ?offered? to any Retail customer in Area ?i? in NCP
10,410,Number of different SMS alert services ?offered? to any Retail customer in Area ?i? in Northern Province. 
10,411,Number of different SMS alert services ?offered? to any Retail customer in Area?i? in NWP
10,412,Number of different SMS alert services ?offered? to any Retail customer in Area ?i? in Sabaragamuwa Province.
10,413,"
Number of different SMS alert services ?offered? to any Retail customer in Area?i? in Southern 
"
10,414,"
Number of different SMS alert services ?offered? to any Retail customer in Area ?i? in Uva Province. 
"
10,415,"
Number of different SMS alert services ?offered? to any Retail customer in Area ?i? in WPN 
"
,416,"
Number of different SMS alert services ?offered? to any Retail customer in Area?i? in WPS I 
"
10,417,"
Total number of Area offices in WPS I 
"
10,418,Number of different SMS alert services ?offered? to any Retail customer in Area ?i? in WPS II
11,419,Number of standard services for which all information are available as a Document in Area ?i? in Colombo City
11,420,Number of standard services for which all information are available as a Document in Area ?i? in Central Province. 
11,421,"
Number of standard services for which all information are available as a Document in Area ?i? in Eastern Province. "
11,422,Number of standard services for which all information are available as a Document in Area ?i? in NCP
11,423,Number of standard services for which all information are available as a Document in Area ?i? in Northern Province. 
11,424,Number of standard services for which all information are available as a Document in Area ?i? in NWP
11,425,Number of standard services for which all information are available as a Document in Area ?i? in Sabaragamuwa Province. 
11,426,"
Number of standard services for which all information are available as a Document in Area ?i? in Southern Province. 
"
11,427,"
Number of standard services for which all information are available as a Document in Area ?i? in Uva Province. "
11,428,"
Number of standard services for which all information are available as a Document in Area ?i? in WPN 
"
11,429,Number of standard services for which all information are available as a Document in Area ?i? in WPS I 
11,430,"
Number of standard services for which all information are available as a Document in Area ?i? in WPS II 
"
12,431,Customer Perception Index on recent and expected future performance of Colombo City
12,432,Customer Perception Index on Friendliness of Colombo City
12,433,Customer Perception Index on Quality of work of Colombo City
12,434,Customer Perception Index on Customer Service of Colombo City
12,435,Customer perception index on Electricity Supply of Colombo City
12,436,Customer Perception Index on recent and expected future performance of Central Province
12,437,Customer Perception Index on Friendliness of Central Province
12,438,"Customer Perception Index on recent and expected future performance of Eastern Province 
"
12,439,"
Customer Perception Index on Friendliness of Eastern Province "
12,440,"
Customer Perception Index on Quality of work of Eastern Province"
12,441,Customer Perception Index on Customer Service of Eastern Province 
12,442,Customer perception index on Electricity Supply of Eastern Province 
12,443,Customer Perception Index on recent and expected future performance of NCP
12,444,Customer Perception Index on Friendliness of NCP
12,445,Customer Perception Index on Quality of work of NCP
12,446,Customer Perception Index on Customer Service of NCP
12,447,Customer perception index on Electricity Supply of NCP
12,448,Customer Perception Index on recent and expected future performance of Northern Province
12,449,Customer Perception Index on Friendliness of Northern Province
12,450,Customer Perception Index on Quality of work of Northern Province
12,451,Customer Perception Index on Customer Service of Northern Province
12,452,Customer perception index on Electricity Supply of Northern Province
12,453,Customer Perception Index on recent and expected future performance of NWP
12,454,Customer Perception Index on Friendliness of NWP
12,455,Customer Perception Index on Quality of work of NWP
12,456,Customer Perception Index on Customer Service of NWP
12,457,Customer perception index on Electricity Supply of NWP
12,458,"
Customer Perception Index on recent and expected future performance of Sabaragamuwa Province 
"
12,459,"
Customer Perception Index on Friendliness of Sabaragamuwa Province 
"
12,460,"
Customer Perception Index on Quality of work of Sabaragamuwa Province 
"
12,461,"
Customer Perception Index on Customer Service of Sabaragamuwa Province 
"
12,462,"
Customer perception index on Electricity Supply of Sabaragamuwa Province 
"
12,463,"
Customer Perception Index on recent and expected future performance of Southern Province 
"
12,464,"
Customer Perception Index on Friendliness of Southern Province 
"
12,465,"
Customer Perception Index on Quality of work of Southern Province 
"
12,466,"
Customer Perception Index on Customer Service of Southern Province 
"
12,467,Customer Perception Index on Customer Service of Southern Province
12,468,"
Customer Perception Index on recent and expected future performance of Uva Province 
"
12,469,"
Customer Perception Index on Customer Service of Uva Province 
"
12,470,"
Customer Perception Index on Quality of work of Uva Province 
"
12,471,"
Customer perception index on Electricity Supply of Uva Province 
"
12,472,"
Customer Perception Index on Friendliness of Uva Province 
"
12,473,"
Customer Perception Index on recent and expected future performance of WPN 
"
12,474," 
Customer Perception Index on Friendliness of WPN 
"
12,475,"
Customer Perception Index on Quality of work of WPN 
"
12,476,"
Customer Perception Index on Customer Service of WPN 
"
12,477," 
Customer perception index on Electricity Supply of WPN 
"
12,478,"
Customer Perception Index on recent and expected future performance of WPS I 
"
12,479,"
Customer Perception Index on Friendliness of WPS I 
"
12,480,"
Customer Perception Index on Quality of work of WPS I 
"
12,481,"
Customer Perception Index on Customer Service of WPS I 
"
12,482,"
Customer perception index on Electricity Supply of WPS I 
"
12,483,"
Customer Perception Index on recent and expected future performance of WPS II 
"
12,484," 
Customer Perception Index on Friendliness of WPS II 
"
12,485,"
Customer Perception Index on Quality of work of WPS II 
"
12,486,"
Customer Perception Index on Customer Service of WPS II 
"
12,487,"
Customer perception index on Electricity Supply of WPS II 
"
13,488,No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in Colombo City as at the end of a quarter.
13,489,Total number of distribution substations operating in the Colombo City at the end of the quarter.
13,490,No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in Central Province as at the end of a quarter. 
13,491,"Total number of distribution substations operating in the Central Province at the end of the quarter. 
"
13,492,No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in Eastern Province as at the end of a quarter. 
13,493,Total number of distribution substations operating in the Eastern Province at the end of the quarter. 
13,494,No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in NCP as at the end of a quarter.
13,495,Total number of distribution substations operating in the NCP at the end of the quarter.
13,496,"
No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in Northern Province as at the end of a quarter. 
"
13,497," 
Total number of distribution substations operating in the Northern Province at the end of the quarter. 
"
13,498,No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in NWP as at the end of a quarter.
13,499,Total number of distribution substations operating in the NWP at the end of the quarter.
13,500,"
No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in Sabaragamuwa Province as at the end of a quarter. 
"
13,501,"
Total number of distribution substations operating in the Sabaragamuwa Province at the end of the quarter. 
"
13,502,"
No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in Southern as at the end of a quarter. 
"
13,503,"
Total number of distribution substations operating in the Southern at the end of the quarter. 
"
13,504,"
No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in Uva Province as at the end of a quarter. 
"
13,505," 
Total number of distribution substations operating in the Uva Province at the end of the quarter. 
"
13,506,"
No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in WPN as at the end of a quarter. 
"
13,507,"
Total number of distribution substations operating in the WPN at the end of the quarter. 
"
13,508,"
No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in WPS I as at the end of a quarter. 
"
13,509," 
Total number of distribution substations operating in the WPS I at the end of the quarter. 
"
13,510,"
No of distribution substations having the Geographical Information and other Account details of ALL connected customers in a database in the Consumer Service Centre ?i? in WPS II as at the end of a quarter. 
"
13,511,"
Total number of distribution substations operating in the WPS II at the end of the quarter. 
"
14,512,Number of additional services offered at Call Centers in Colombo City
14,513,Number of additional services offered at Call Centers in Central 
14,514,"
Number of additional services offered at Call Centers in Eastern "
14,515,Number of additional services offered at Call Centers in NCP
14,516,Number of additional services offered at Call Centers in Northern Province 
14,517,Number of additional services offered at Call Centers in NWP
14,518,"
Number of additional services offered at Call Centers in Sabaragamuwa Province. "
14,519," 
Number of additional services offered at Call Centers in Southern Province. 
"
14,520,"Number of additional services offered at Call Centers in Uva Province 
"
14,521,"
Number of additional services offered at Call Centers in WPN 
"
14,522,"Number of additional services offered at Call Centers in WPS I 
"
14,523,"
Number of additional services offered at Call Centers in WPS II 
"
15,524,Number of Major accidents occurred to staff in Division 01 during the 1stmonth of the quarter
15,525,Number of Major accidents occurred to staff in Division 01 during the 2ndmonth of the quarter
15,526,Number of Major accidents occurred to staff in Division 01 during the 3rdmonth of the quarter
15,527,Number of Fatal accidents occurred to staff in Division 01 during the 1stmonth of the quarter
15,528,Number of Fatal accidents occurred to staff in Division 01 during the 2ndmonth of the quarter
15,529,Number of Fatal accidents occurred to staff in Division 01 during the 3rdmonth of the quarter
15,530,Number of Major accidents occurred to staff in Division 02 during the 1stmonth of the quarter
15,531,Number of Major accidents occurred to staff in Division 02 during the 2ndmonth of the quarter
15,532,Number of Major accidents occurred to staff in Division 02 during the 3rdmonth of the quarter
15,533,Number of Fatal accidents occurred to staff in Division 02 during the 1stmonth of the quarter
15,534,Number of Fatal accidents occurred to staff in Division 02 during the 2ndmonth of the quarter
15,535,Number of Fatal accidents occurred to staff in Division 02 during the 3rdmonth of the quarter
15,536,Number of Major accidents occurred to staff in Division 03 during the 1stmonth of the quarter
15,537,Number of Major accidents occurred to staff in Division 03 during the 2ndmonth of the quarter
15,538,Number of Major accidents occurred to staff in Division 03 during the 3rdmonth of the quarter
15,539,Number of Fatal accidents occurred to staff in Division 03 during the 1stmonth of the quarter
15,540,Number of Fatal accidents occurred to staff in Division 03 during the 2ndmonth of the quarter
15,541,Number of Fatal accidents occurred to staff in Division 03 during the 3rdmonth of the quarter
15,542,Number of Major accidents occurred to staff in Division 04 during the 1stmonth of the quarter
15,543,Number of Major accidents occurred to staff in Division 04 during the 2ndmonth of the quarter
15,544,Number of Major accidents occurred to staff in Division 04 during the 3rdmonth of the quarter
15,545,Number of Fatal accidents occurred to staff in Division 04 during the 1stmonth of the quarter
15,546,Number of Fatal accidents occurred to staff in Division 04 during the 2ndmonth of the quarter
15,547,Number of Fatal accidents occurred to staff in Division 04 during the 3rdmonth of the quarter
